timestamp_ms,qw,qx,qy,qz,flex_thumb,flex_upper_index,flex_lower_index,flex_upper_middle,flex_lower_middle
5447,0.9962,0.0836,-0.0042,-0.0246,0.0,0.517,0.234,0.51,0.95
5577,0.9962,0.0844,-0.0032,-0.0246,0.0,0.524,0.226,0.507,0.94
5707,0.9963,0.082,-0.0031,-0.0237,0.0,0.53,0.231,0.508,0.943
5836,0.9965,0.0811,-0.0024,-0.0217,0.0,0.516,0.222,0.503,0.937
5973,0.9967,0.0788,0.0002,-0.0185,0.0,0.522,0.224,0.509,0.929
6096,0.9971,0.0732,0.0081,-0.0175,0.0,0.516,0.213,0.507,0.912
6226,0.9969,0.0751,0.0116,-0.0165,0.0,0.512,0.184,0.502,0.907
6352,0.9971,0.0736,0.0112,-0.0154,0.0,0.507,0.172,0.498,0.887
6480,0.9973,0.071,0.0101,-0.0151,0.0,0.51,0.164,0.497,0.888
6611,0.9974,0.069,0.0095,-0.0147,0.0,0.502,0.169,0.497,0.879
6738,0.9974,0.0691,0.0092,-0.015,0.0,0.498,0.169,0.494,0.883
6873,0.9974,0.0692,0.0096,-0.0164,0.0,0.5,0.163,0.49,0.879
6997,0.9958,0.089,0.0116,-0.0163,0.0,0.503,0.181,0.496,0.901
7123,0.9861,0.1646,0.0116,-0.0195,0.0,0.517,0.231,0.508,0.936
7251,0.9775,0.2098,0.0195,-0.0123,0.047,1.0,0.274,0.572,0.964
7380,0.9708,0.2387,0.0182,-0.0172,0.093,1.0,0.299,0.67,0.999
7510,0.9646,0.2621,0.0151,-0.0253,0.146,1.0,0.366,0.726,1.0
7640,0.954,0.2974,0.015,-0.0332,0.306,1.0,0.454,0.801,1.0
7769,0.9437,0.3284,0.0185,-0.0344,0.519,1.0,0.54,0.82,1.0
7898,0.9352,0.3521,0.0219,-0.0314,0.673,1.0,0.651,0.816,1.0
8029,0.931,0.3633,0.02,-0.0302,0.742,1.0,0.726,0.837,1.0
8186,0.929,0.3685,0.0193,-0.0308,0.816,1.0,0.772,0.868,1.0
8289,0.9247,0.3781,0.0301,-0.032,0.862,1.0,0.806,0.873,1.0
8420,0.9217,0.384,0.045,-0.0319,0.894,1.0,0.833,0.881,1.0
8548,0.9235,0.3785,0.0528,-0.0321,0.903,1.0,0.841,0.89,1.0
8680,0.9246,0.3754,0.0569,-0.032,0.893,1.0,0.83,0.881,1.0
8808,0.9237,0.3773,0.0574,-0.0331,0.889,1.0,0.86,0.894,1.0
8961,0.9239,0.3771,0.0563,-0.0334,0.871,1.0,0.819,0.892,1.0
9069,0.923,0.3793,0.0528,-0.038,0.852,1.0,0.829,0.883,1.0
9199,0.9278,0.3692,0.0217,-0.0494,0.687,1.0,0.683,0.836,1.0
9330,0.92,0.389,0.0006,-0.0474,0.541,1.0,0.496,0.764,1.0
9460,0.9235,0.3809,-0.0074,-0.0449,0.456,1.0,0.376,0.703,1.0
9590,0.9373,0.3453,-0.0162,-0.0442,0.357,1.0,0.279,0.657,0.993
9721,0.9462,0.3204,-0.0168,-0.0433,0.282,1.0,0.244,0.586,0.968
9882,0.9569,0.2869,-0.0118,-0.0424,0.209,0.591,0.239,0.56,0.949
9979,0.9712,0.2354,-0.0062,-0.0366,0.097,0.57,0.213,0.529,0.951
10111,0.9802,0.1959,-0.0029,-0.0293,0.0,0.551,0.199,0.526,0.941
10241,0.9894,0.1433,-0.0008,-0.0249,0.0,0.556,0.184,0.51,0.934
10370,0.9943,0.1039,0.0002,-0.0267,0.0,0.548,0.184,0.51,0.932
10503,0.9958,0.0876,-0.0023,-0.0248,0.0,0.534,0.179,0.504,0.951
10632,0.9962,0.0843,-0.0031,-0.0239,0.0,0.529,0.176,0.504,0.938
10802,0.9963,0.0836,-0.0017,-0.0223,0.0,0.534,0.179,0.506,0.951
10885,0.9965,0.0806,-0.0009,-0.0209,0.0,0.53,0.182,0.51,0.948
11013,0.9966,0.0797,-0.0014,-0.0205,0.0,0.526,0.176,0.504,0.943
11142,0.9969,0.077,-0.0021,-0.0175,0.0,0.542,0.173,0.513,0.937
11270,0.997,0.0752,-0.0027,-0.0184,0.0,0.524,0.179,0.506,0.934
11401,0.9968,0.0776,-0.0027,-0.0193,0.0,0.53,0.178,0.507,0.938
11530,0.991,0.1321,0.0026,-0.0214,0.0,0.54,0.191,0.494,0.936
11661,0.9793,0.2013,0.0068,-0.0195,0.0,1.0,0.271,0.543,0.938
11791,0.9736,0.2271,0.0087,-0.0232,0.006,1.0,0.348,0.596,0.989
11921,0.9687,0.2464,0.0082,-0.0289,0.037,1.0,0.39,0.658,1.0
12051,0.9611,0.274,0.0049,-0.0333,0.108,1.0,0.436,0.712,1.0
12182,0.955,0.2944,0.0052,-0.0374,0.238,1.0,0.487,0.789,1.0
12313,0.9459,0.3218,0.0107,-0.0387,0.557,1.0,0.567,0.816,1.0
12462,0.9368,0.3475,0.0239,-0.0323,0.77,1.0,0.698,0.85,1.0
12566,0.9341,0.3536,0.0426,-0.0252,0.878,1.0,0.779,0.907,1.0
12695,0.9292,0.3627,0.0679,-0.0195,0.9,1.0,0.813,0.917,1.0
12823,0.9315,0.3547,0.0792,-0.0176,0.896,1.0,0.836,0.937,1.0
12952,0.9348,0.3442,0.0861,-0.0143,0.901,1.0,0.838,0.938,1.0
13082,0.934,0.3454,0.0908,-0.0131,0.894,1.0,0.828,0.927,1.0
13211,0.9312,0.3535,0.0871,-0.0213,0.88,1.0,0.829,0.93,1.0
13342,0.9269,0.3667,0.0696,-0.0396,0.82,1.0,0.769,0.902,1.0
13471,0.9271,0.3693,0.0319,-0.0549,0.699,1.0,0.628,0.838,1.0
13603,0.9289,0.3651,0.0096,-0.0621,0.512,1.0,0.398,0.8,1.0
13731,0.9428,0.3282,0.004,-0.0577,0.363,1.0,0.291,0.714,0.996
13863,0.9543,0.293,-0.0004,-0.0583,0.246,0.601,0.239,0.64,0.964
13999,0.9623,0.2655,-0.0018,-0.058,0.171,0.587,0.227,0.59,0.97
14125,0.9689,0.2405,-0.0049,-0.0572,0.117,0.561,0.211,0.56,0.953
14251,0.9739,0.2195,-0.0034,-0.0569,0.07,0.548,0.203,0.541,0.94
14380,0.9765,0.2081,-0.0051,-0.0564,0.033,0.54,0.191,0.531,0.937
14507,0.9825,0.179,-0.0074,-0.0511,0.0,0.536,0.183,0.526,0.946
14637,0.9901,0.1339,-0.0148,-0.0406,0.0,0.516,0.169,0.516,0.93
14761,0.9933,0.1096,-0.0139,-0.0322,0.0,0.519,0.162,0.529,0.927
14887,0.994,0.1034,-0.0128,-0.0332,0.0,0.512,0.166,0.509,0.928
15017,0.994,0.103,-0.0135,-0.0355,0.0,0.509,0.166,0.506,0.938
15145,0.9941,0.1011,-0.0143,-0.0372,0.0,0.512,0.163,0.502,0.924
15275,0.9938,0.1039,-0.0142,-0.0368,0.0,0.507,0.156,0.502,0.912
15402,0.9935,0.1075,-0.0138,-0.0362,0.0,0.503,0.178,0.491,0.931
15540,0.9937,0.1052,-0.0129,-0.0369,0.0,0.504,0.173,0.498,0.916
15664,0.9937,0.1039,-0.0134,-0.0391,0.0,0.493,0.174,0.508,0.924
15792,0.9934,0.107,-0.0119,-0.0388,0.0,0.504,0.177,0.501,0.923
15923,0.9877,0.1519,-0.0048,-0.0367,0.0,0.507,0.186,0.503,0.937
16053,0.9786,0.2025,0.0045,-0.035,0.077,0.533,0.24,0.539,0.97
16182,0.9693,0.2435,0.0042,-0.034,0.209,1.0,0.34,0.564,1.0
16308,0.9573,0.2861,0.0082,-0.0413,0.368,1.0,0.396,0.614,1.0
16437,0.951,0.3056,0.0117,-0.0441,0.577,1.0,0.412,0.617,1.0
16563,0.9422,0.3307,0.0206,-0.0497,0.666,1.0,0.473,0.648,1.0
16688,0.931,0.3594,0.0306,-0.0551,0.79,1.0,0.509,0.752,1.0
16816,0.926,0.3721,0.0361,-0.0518,0.86,1.0,0.527,0.803,1.0
16949,0.9232,0.3804,0.0335,-0.0449,0.911,1.0,0.604,0.823,1.0
17072,0.9136,0.4034,0.0336,-0.0379,0.947,1.0,0.747,0.837,1.0
17208,0.9134,0.4034,0.0508,-0.0179,0.936,1.0,0.8,0.837,1.0
17329,0.9141,0.4006,0.0618,-0.0125,0.939,1.0,0.808,0.829,1.0
17457,0.9146,0.3981,0.0705,-0.0097,0.923,1.0,0.807,0.83,1.0
17583,0.9143,0.3989,0.0688,-0.0153,0.909,1.0,0.783,0.827,1.0
17714,0.9128,0.4052,0.0339,-0.0373,0.841,1.0,0.7,0.794,1.0
17844,0.9183,0.3922,0.0023,-0.0532,0.75,1.0,0.426,0.762,1.0
17975,0.9158,0.3982,-0.0097,-0.0507,0.569,1.0,0.287,0.702,0.988
18105,0.925,0.3759,-0.0164,-0.0533,0.412,1.0,0.249,0.656,0.966
18236,0.9351,0.3492,-0.0176,-0.0569,0.202,0.569,0.229,0.599,0.95
18366,0.9498,0.3085,-0.0093,-0.051,0.078,0.558,0.22,0.581,0.942
18489,0.959,0.2804,-0.0006,-0.042,0.029,0.541,0.218,0.563,0.947
18617,0.9697,0.2421,0.002,-0.0315,0.011,0.527,0.192,0.542,0.934
18747,0.9887,0.1483,-0.0029,-0.0226,0.0,0.53,0.177,0.534,0.928
18875,0.9949,0.0992,-0.0068,-0.0178,0.0,0.519,0.179,0.527,0.917
19005,0.9977,0.0655,-0.0092,-0.0179,0.0,0.516,0.173,0.513,0.922
19135,0.9997,0.0149,-0.0023,-0.0206,0.0,0.496,0.178,0.52,0.916
19266,0.9998,0.0082,-0.0016,-0.0203,0.0,0.512,0.184,0.526,0.92
19396,0.9998,0.0085,-0.0019,-0.0204,0.0,0.508,0.179,0.512,0.917
19525,0.9998,0.0034,-0.0011,-0.0201,0.0,0.512,0.182,0.526,0.933
19656,0.9998,0.0024,-0.0013,-0.0204,0.0,0.51,0.188,0.528,0.916
19786,0.9998,0.0009,-0.0017,-0.0201,0.001,0.512,0.183,0.512,0.927
19916,0.9998,-0.001,-0.0022,-0.02,0.0,0.51,0.188,0.522,0.918
20045,0.9998,0.0028,-0.004,-0.0201,0.001,0.51,0.186,0.526,0.919
20184,0.9973,0.0693,-0.0093,-0.0245,0.0,0.51,0.184,0.53,0.918
20307,0.9881,0.1497,-0.0059,-0.0352,0.01,0.512,0.197,0.526,0.95
20425,0.9731,0.2262,-0.0018,-0.0438,0.024,0.523,0.224,0.533,0.938
20558,0.9567,0.2867,-0.0008,-0.0499,0.084,0.561,0.266,0.551,0.962
20686,0.9445,0.3243,-0.0018,-0.0531,0.176,1.0,0.334,0.576,0.996
20824,0.933,0.3561,0.0052,-0.0524,0.404,1.0,0.404,0.638,1.0
20946,0.9202,0.3876,0.0121,-0.0543,0.566,1.0,0.448,0.718,1.0
21075,0.9119,0.4061,0.0189,-0.0569,0.7,1.0,0.494,0.793,1.0
21207,0.9088,0.4135,0.0205,-0.0524,0.821,1.0,0.577,0.813,1.0
21338,0.9127,0.4061,0.0237,-0.0383,0.902,1.0,0.686,0.804,1.0
21467,0.9263,0.3743,0.0366,-0.0214,0.944,1.0,0.766,0.818,1.0
21597,0.9307,0.3617,0.0524,-0.0133,0.941,1.0,0.79,0.823,1.0
21727,0.9462,0.319,0.0545,-0.0104,0.93,1.0,0.796,0.817,1.0
21857,0.9545,0.2927,0.0554,-0.0134,0.961,1.0,0.793,0.808,1.0
21987,0.9593,0.2764,0.0571,-0.0113,0.919,1.0,0.79,0.817,1.0
22113,0.9649,0.256,0.0572,-0.0112,0.914,1.0,0.789,0.816,1.0
22241,0.9648,0.2564,0.0564,-0.0124,0.909,1.0,0.786,0.828,1.0
22370,0.9642,0.2592,0.0551,-0.0131,0.902,1.0,0.782,0.818,1.0
22497,0.9636,0.2624,0.0499,-0.0162,0.889,1.0,0.769,0.812,1.0
22630,0.9521,0.3038,0.0174,-0.027,0.866,1.0,0.712,0.794,1.0
22751,0.939,0.3419,0.0015,-0.0374,0.813,1.0,0.666,0.799,1.0
22880,0.9338,0.3562,-0.009,-0.0338,0.708,1.0,0.484,0.776,1.0
23009,0.9308,0.3641,-0.0126,-0.0271,0.611,1.0,0.376,0.748,1.0
23135,0.9368,0.3489,-0.0159,-0.0229,0.454,1.0,0.326,0.702,1.0
23261,0.9448,0.3267,-0.0143,-0.0223,0.314,1.0,0.284,0.647,0.983
23390,0.9549,0.2961,-0.0145,-0.0191,0.242,1.0,0.279,0.626,0.976
23516,0.9636,0.2666,-0.015,-0.014,0.228,1.0,0.278,0.603,0.97
23665,0.9709,0.2379,-0.0168,-0.0183,0.203,1.0,0.27,0.57,0.971
23777,0.9761,0.2161,-0.0146,-0.0184,0.153,0.551,0.259,0.558,0.966
23907,0.9793,0.2009,-0.0133,-0.0199,0.11,0.547,0.254,0.539,0.968
24037,0.9841,0.1763,-0.013,-0.0154,0.069,0.541,0.241,0.537,0.953
24170,0.9886,0.149,-0.0126,-0.0129,0.059,0.53,0.221,0.522,0.948
24298,0.9945,0.1027,-0.0151,-0.0134,0.027,0.522,0.217,0.533,0.94
24427,0.9968,0.0757,-0.0182,-0.015,0.008,0.512,0.208,0.526,0.95
24556,0.9977,0.0642,-0.0176,-0.0162,0.0,0.508,0.2,0.518,0.952
24687,0.9982,0.0547,-0.0162,-0.0182,0.0,0.502,0.202,0.528,0.94
24815,0.9982,0.0565,-0.0148,-0.0174,0.0,0.492,0.206,0.521,0.944
24941,0.9981,0.0568,-0.0146,-0.017,0.0,0.488,0.206,0.519,0.931
25070,0.9981,0.0574,-0.015,-0.0175,0.0,0.484,0.201,0.526,0.938
25197,0.998,0.0586,-0.0157,-0.0172,0.002,0.49,0.198,0.519,0.937
25328,0.9949,0.0983,-0.0142,-0.0176,0.008,0.502,0.207,0.518,0.932
25458,0.9849,0.171,-0.0079,-0.0264,0.099,1.0,0.264,0.544,0.97
25587,0.964,0.2634,-0.0013,-0.0363,0.223,1.0,0.367,0.591,1.0
25713,0.9471,0.3181,0.0072,-0.0425,0.379,1.0,0.432,0.663,1.0
25841,0.932,0.3589,0.0158,-0.048,0.582,1.0,0.481,0.738,1.0
25970,0.9214,0.3845,0.0226,-0.0519,0.734,1.0,0.551,0.786,1.0
26101,0.9159,0.3971,0.0242,-0.0536,0.836,1.0,0.638,0.793,1.0
26229,0.9139,0.4016,0.0327,-0.0494,0.934,1.0,0.721,0.792,1.0
26357,0.9092,0.4109,0.0549,-0.0384,0.943,1.0,0.789,0.796,1.0
26482,0.9116,0.4033,0.0721,-0.0325,0.93,1.0,0.807,0.809,1.0
26612,0.9146,0.3954,0.0787,-0.03,0.941,1.0,0.804,0.812,1.0
26741,0.9149,0.3947,0.0787,-0.0322,0.929,1.0,0.79,0.802,1.0
26868,0.9156,0.393,0.0747,-0.0393,0.909,1.0,0.786,0.797,1.0
26999,0.9196,0.3851,0.0596,-0.0494,0.874,1.0,0.759,0.783,1.0
27129,0.9149,0.3989,0.0305,-0.0545,0.777,1.0,0.662,0.766,1.0
27261,0.9141,0.402,0.0195,-0.0483,0.697,1.0,0.509,0.727,1.0
27388,0.918,0.3937,0.0105,-0.0466,0.612,1.0,0.407,0.716,1.0
27513,0.9293,0.3667,0.0016,-0.0441,0.508,1.0,0.323,0.678,1.0
27642,0.942,0.3327,-0.0007,-0.0436,0.402,1.0,0.281,0.613,0.993
27771,0.9572,0.2869,-0.0017,-0.039,0.322,1.0,0.256,0.572,0.979
27917,0.9677,0.2492,-0.0018,-0.0388,0.232,0.553,0.234,0.544,0.953
28028,0.9769,0.2097,-0.0029,-0.04,0.177,0.541,0.222,0.541,0.958
28155,0.9841,0.1735,-0.004,-0.0385,0.121,0.522,0.213,0.53,0.964
28282,0.9901,0.1357,-0.0062,-0.0359,0.069,0.521,0.196,0.53,0.956
28409,0.9936,0.1072,-0.0078,-0.0342,0.043,0.513,0.193,0.53,0.942
28540,0.9949,0.0942,-0.0109,-0.0343,0.04,0.514,0.197,0.528,0.933
28670,0.9949,0.0938,-0.0106,-0.0338,0.034,0.521,0.191,0.504,0.926
28801,0.995,0.0929,-0.0125,-0.0341,0.031,0.511,0.183,0.533,0.933
28929,0.9952,0.0903,-0.0129,-0.0353,0.033,0.521,0.191,0.521,0.927
29060,0.9954,0.0877,-0.0139,-0.0349,0.039,0.531,0.189,0.524,0.928
29190,0.993,0.1135,-0.0093,-0.0322,0.053,0.512,0.204,0.534,0.936
29320,0.9792,0.1992,-0.0048,-0.0367,0.117,1.0,0.27,0.537,0.97
29453,0.9639,0.2623,-0.0005,-0.0461,0.186,1.0,0.327,0.548,0.988
29589,0.9413,0.3333,0.0042,-0.054,0.316,1.0,0.408,0.592,1.0
29712,0.9295,0.3642,0.0119,-0.0569,0.41,1.0,0.477,0.678,1.0
29841,0.9208,0.385,0.0188,-0.0596,0.561,1.0,0.52,0.761,1.0
29970,0.9167,0.3937,0.0244,-0.0627,0.704,1.0,0.576,0.794,1.0
30101,0.9133,0.402,0.0286,-0.0588,0.824,1.0,0.668,0.799,1.0
30231,0.9113,0.4068,0.0431,-0.0477,0.89,1.0,0.741,0.787,1.0
30360,0.9171,0.392,0.0662,-0.0309,0.903,1.0,0.791,0.783,1.0
30491,0.9218,0.3779,0.0831,-0.0226,0.908,1.0,0.81,0.792,1.0
30623,0.9262,0.3649,0.0933,-0.0155,0.893,1.0,0.817,0.798,1.0
30749,0.9272,0.3617,0.0964,-0.0166,0.893,1.0,0.823,0.814,1.0
30879,0.9282,0.3594,0.0937,-0.0198,0.888,1.0,0.799,0.813,1.0
31009,0.9276,0.3617,0.0906,-0.0251,0.877,1.0,0.789,0.8,1.0
31135,0.9272,0.3657,0.0706,-0.0399,0.831,1.0,0.753,0.796,1.0
31264,0.9143,0.4002,0.0367,-0.0508,0.757,1.0,0.66,0.774,1.0
31392,0.9081,0.4153,0.0253,-0.0471,0.702,1.0,0.54,0.774,1.0
31527,0.9241,0.379,0.0181,-0.0454,0.628,1.0,0.373,0.764,1.0
31650,0.9302,0.3641,0.0092,-0.0454,0.512,1.0,0.297,0.718,0.996
31781,0.938,0.344,0.0056,-0.041,0.428,1.0,0.251,0.681,0.982
31909,0.9515,0.3049,0.0016,-0.04,0.303,1.0,0.236,0.618,0.958
32036,0.9643,0.2623,0.0023,-0.0363,0.228,1.0,0.234,0.588,0.961
32164,0.9752,0.2184,0.0048,-0.035,0.193,1.0,0.219,0.557,0.948
32296,0.9833,0.1787,0.0043,-0.0338,0.174,0.546,0.214,0.542,0.952
32421,0.9913,0.1284,0.0011,-0.0308,0.126,0.537,0.202,0.519,0.949
32552,0.9963,0.0806,-0.0036,-0.031,0.073,0.512,0.189,0.529,0.944
32681,0.9982,0.0502,-0.0088,-0.0334,0.038,0.518,0.179,0.522,0.946
32813,0.9985,0.0386,-0.0121,-0.0359,0.02,0.518,0.179,0.519,0.941
32959,0.9987,0.0361,-0.0127,-0.0351,0.033,0.509,0.171,0.513,0.936
33071,0.9987,0.0358,-0.0132,-0.0349,0.03,0.506,0.172,0.518,0.936
33202,0.9987,0.0349,-0.0138,-0.0347,0.028,0.521,0.182,0.517,0.934
33331,0.9987,0.0339,-0.0146,-0.0354,0.03,0.523,0.177,0.533,0.942
33462,0.9987,0.0319,-0.0161,-0.0359,0.03,0.518,0.177,0.516,0.938
33598,0.9987,0.0323,-0.0168,-0.0357,0.024,0.502,0.168,0.52,0.937
33723,0.9987,0.0343,-0.0163,-0.0357,0.031,0.511,0.179,0.521,0.933
33853,0.9955,0.0869,-0.0136,-0.0348,0.051,0.564,0.191,0.529,0.936
33983,0.98,0.1945,-0.0044,-0.0403,0.141,1.0,0.288,0.537,0.969
34113,0.9567,0.2866,0.0009,-0.0508,0.283,1.0,0.399,0.582,1.0
34245,0.9398,0.3366,0.0047,-0.058,0.4,1.0,0.464,0.672,1.0
34367,0.9294,0.3635,0.0111,-0.0622,0.531,1.0,0.528,0.756,1.0
34496,0.9287,0.3657,0.0162,-0.0588,0.686,1.0,0.6,0.802,1.0
34622,0.9241,0.3771,0.0256,-0.0564,0.838,1.0,0.709,0.824,1.0
34753,0.9214,0.3835,0.0496,-0.0397,0.87,1.0,0.781,0.847,1.0
34884,0.9227,0.377,0.0776,-0.0231,0.874,1.0,0.821,0.88,1.0
35027,0.9289,0.3579,0.0941,-0.0142,0.886,1.0,0.84,0.896,1.0
35143,0.9312,0.3506,0.0984,-0.0132,0.886,1.0,0.84,0.889,1.0
35272,0.9318,0.3498,0.0957,-0.0145,0.863,1.0,0.823,0.892,1.0
35403,0.9315,0.351,0.0941,-0.0165,0.857,1.0,0.819,0.882,1.0
35542,0.9303,0.3582,0.0696,-0.0374,0.796,1.0,0.758,0.862,1.0
35664,0.9222,0.3821,0.0273,-0.0516,0.696,1.0,0.62,0.79,1.0
35794,0.9346,0.3524,0.0082,-0.0479,0.561,1.0,0.392,0.721,1.0
35923,0.9388,0.3403,-0.0034,-0.0531,0.446,1.0,0.322,0.664,1.0
36054,0.9454,0.3205,-0.0098,-0.0573,0.329,1.0,0.274,0.617,0.99
36185,0.9586,0.2784,-0.0145,-0.0582,0.233,1.0,0.253,0.584,0.941
36312,0.967,0.2476,-0.0164,-0.0572,0.177,1.0,0.23,0.564,0.961
36440,0.9722,0.2266,-0.0162,-0.0573,0.132,0.569,0.224,0.552,0.959
36567,0.978,0.1995,-0.0176,-0.0576,0.103,0.527,0.21,0.534,0.944
36701,0.9838,0.1702,-0.0167,-0.0533,0.046,0.529,0.203,0.529,0.921
36818,0.9879,0.1456,-0.017,-0.0507,0.008,0.52,0.196,0.531,0.938
36946,0.9923,0.1149,-0.0073,-0.0457,0.0,0.508,0.182,0.516,0.917
37076,0.995,0.0906,0.0005,-0.0417,0.0,0.512,0.189,0.513,0.903
37204,0.9962,0.0795,0.0044,-0.0365,0.0,0.514,0.183,0.51,0.879
37334,0.9965,0.0764,0.0068,-0.035,0.0,0.503,0.181,0.512,0.903
37465,0.9962,0.0798,0.0086,-0.0352,0.0,0.507,0.176,0.509,0.868
37595,0.9926,0.1166,0.0076,-0.0346,0.067,0.512,0.186,0.511,0.904
37726,0.9915,0.125,0.0068,-0.0345,0.187,0.508,0.202,0.506,0.912
37859,0.9858,0.1631,0.0085,-0.0403,0.326,0.512,0.237,0.526,0.941
37983,0.9813,0.1868,0.0112,-0.0443,0.504,0.523,0.267,0.527,0.982
38114,0.9758,0.2119,0.0161,-0.0503,0.686,0.519,0.314,0.522,0.997
38246,0.9695,0.2376,0.0206,-0.0566,0.8,0.557,0.356,0.51,1.0
38381,0.9614,0.2667,0.0206,-0.0637,0.819,1.0,0.392,0.519,1.0
38504,0.9596,0.2732,0.0168,-0.065,0.817,1.0,0.398,0.514,1.0
38650,0.9604,0.2712,0.0161,-0.0613,0.802,1.0,0.392,0.521,1.0
38766,0.9626,0.264,0.0151,-0.0582,0.798,1.0,0.366,0.508,1.0
38894,0.9634,0.2617,0.0135,-0.0569,0.8,1.0,0.372,0.529,1.0
39025,0.964,0.2596,0.0132,-0.0566,0.799,1.0,0.368,0.52,1.0
39155,0.9645,0.2567,0.0146,-0.0591,0.788,0.517,0.368,0.518,1.0
39286,0.965,0.2548,0.0126,-0.0601,0.724,0.51,0.327,0.509,0.973
39416,0.9713,0.2321,0.0024,-0.0512,0.573,0.516,0.277,0.517,0.939
39551,0.9763,0.2101,-0.0051,-0.051,0.396,0.519,0.257,0.521,0.92
39674,0.9783,0.2006,-0.0088,-0.0515,0.164,0.519,0.246,0.523,0.936
39805,0.9793,0.1964,-0.0058,-0.0485,0.032,0.523,0.244,0.513,0.934
39939,0.9799,0.194,0.0011,-0.047,0.0,0.51,0.231,0.513,0.926
40067,0.9799,0.1942,0.0013,-0.0461,0.0,0.512,0.233,0.514,0.911
40197,0.9761,0.2118,-0.0016,-0.0486,0.004,0.504,0.253,0.509,0.924
40327,0.9731,0.2244,-0.0026,-0.0527,0.033,1.0,0.336,0.511,0.932
40459,0.9708,0.2321,-0.0031,-0.061,0.031,1.0,0.45,0.513,0.964
40587,0.9648,0.253,0.0016,-0.0712,0.049,1.0,0.543,0.509,1.0
40715,0.9528,0.2922,0.0094,-0.0827,0.07,1.0,0.62,0.534,1.0
