timestamp_ms,qw,qx,qy,qz,flex_thumb,flex_upper_index,flex_lower_index,flex_upper_middle,flex_lower_middle
44010,0.9996,0.0022,-0.0217,-0.0198,1.0,0.62,0.379,1.0,0.384
44137,0.9996,0.0018,-0.0219,-0.0198,1.0,0.86,0.679,1.0,0.709
44264,0.9996,0.0007,-0.0224,-0.0199,1.0,0.817,0.736,1.0,0.774
44389,0.9996,0.0013,-0.0221,-0.0198,1.0,0.746,0.714,1.0,0.684
44516,0.9996,0.0018,-0.0219,-0.0198,1.0,0.772,0.57,1.0,0.56
44643,0.9996,0.002,-0.0219,-0.0198,1.0,0.612,0.363,1.0,0.409
44767,0.9996,0.0018,-0.0219,-0.0198,1.0,0.199,0.004,0.628,0.0
44895,0.9996,0.0024,-0.0216,-0.0197,1.0,0.0,0.0,0.06,0.0
45019,0.9996,0.0029,-0.0215,-0.0197,1.0,0.0,0.0,0.0,0.0
45144,0.9996,0.0027,-0.0216,-0.0197,1.0,0.0,0.0,0.0,0.0
45268,0.9996,0.0027,-0.0216,-0.0197,1.0,0.074,0.0,0.711,0.0
45395,0.9996,0.0025,-0.0218,-0.0197,1.0,0.62,0.53,1.0,0.217
45518,0.9996,0.0025,-0.0217,-0.0197,1.0,0.8,0.446,1.0,0.409
45642,0.9996,0.0019,-0.022,-0.0197,1.0,0.798,0.637,1.0,0.731
45765,0.9996,0.0012,-0.0221,-0.0197,1.0,0.738,0.687,1.0,0.653
45893,0.9996,0.0009,-0.0222,-0.0197,1.0,0.749,0.762,1.0,0.56
46017,0.9996,0.0015,-0.022,-0.0197,1.0,0.492,0.27,1.0,0.269
46144,0.9996,0.0016,-0.0219,-0.0197,1.0,0.234,0.084,0.648,0.003
46272,0.9996,0.002,-0.0217,-0.0197,1.0,0.055,0.0,0.305,0.0
46396,0.9996,0.0023,-0.0215,-0.0197,1.0,0.0,0.0,0.214,0.0
46521,0.9996,0.0022,-0.0215,-0.0197,1.0,0.0,0.0,0.193,0.0
46646,0.9996,0.0024,-0.0214,-0.0197,1.0,0.0,0.0,0.0,0.0
46770,0.9996,0.0024,-0.0214,-0.0197,1.0,0.0,0.0,0.0,0.0
46894,0.9996,0.0031,-0.0212,-0.0197,1.0,0.0,0.0,0.0,0.0
47021,0.9996,0.0045,-0.021,-0.0197,1.0,0.0,0.0,0.0,0.0
47144,0.9996,0.0052,-0.0209,-0.0197,1.0,0.0,0.0,0.0,0.0
47271,0.9996,0.0048,-0.0211,-0.0197,1.0,0.0,0.0,0.0,0.0
47394,0.9996,0.0034,-0.0214,-0.0198,1.0,0.0,0.0,0.0,0.0
47518,0.9996,0.0021,-0.0219,-0.0198,1.0,0.2,0.162,0.628,0.254
47643,0.9996,0.0019,-0.0219,-0.0198,1.0,0.396,0.559,1.0,0.628
47768,0.9996,0.0022,-0.0219,-0.0198,1.0,0.653,0.504,1.0,0.611
47890,0.9996,0.0021,-0.0219,-0.0198,1.0,0.828,0.484,1.0,0.523
48018,0.9996,0.0023,-0.0217,-0.0198,1.0,0.92,0.598,1.0,0.752
48141,0.9996,0.0021,-0.0218,-0.0197,1.0,0.871,0.823,1.0,0.789
48266,0.9996,0.0012,-0.0221,-0.0198,1.0,0.803,0.802,1.0,0.776
48390,0.9996,-0.0004,-0.0226,-0.0198,1.0,0.878,0.823,1.0,0.932
48518,0.9996,-0.001,-0.0228,-0.0198,1.0,0.819,0.795,1.0,0.765
48647,0.9996,-0.0007,-0.0227,-0.0198,1.0,0.892,0.791,1.0,0.746
48771,0.9996,-0.0007,-0.0226,-0.0197,1.0,0.815,0.766,1.0,0.732
48896,0.9996,-0.001,-0.0227,-0.0198,1.0,0.887,0.837,1.0,0.737
49020,0.9996,-0.0014,-0.0227,-0.0198,1.0,0.866,0.738,1.0,0.621
49147,0.9996,-0.0015,-0.0226,-0.0198,1.0,0.836,0.759,1.0,0.754
49271,0.9996,-0.0015,-0.0227,-0.0198,1.0,0.863,0.78,1.0,0.749
49395,0.9996,-0.0014,-0.0227,-0.0198,1.0,0.839,0.734,1.0,0.749
49518,0.9996,-0.001,-0.0225,-0.0198,1.0,0.875,0.754,1.0,0.762
49646,0.9996,-0.0009,-0.0223,-0.0198,1.0,0.88,0.757,1.0,0.731
49769,0.9996,-0.0003,-0.022,-0.0198,1.0,0.972,0.518,1.0,0.721
49896,0.9996,0.0013,-0.0215,-0.0199,1.0,0.804,0.85,1.0,0.687
50018,0.9996,0.0019,-0.0213,-0.0198,1.0,0.843,0.736,1.0,0.697
50146,0.9996,0.0015,-0.0214,-0.0198,1.0,0.898,0.67,1.0,0.765
50273,0.9996,0.0016,-0.0214,-0.0198,1.0,0.875,0.732,1.0,0.737
50396,0.9996,0.0016,-0.0215,-0.0198,1.0,0.888,0.757,1.0,0.711
50524,0.9996,0.0015,-0.0215,-0.0198,1.0,0.917,0.723,1.0,0.661
50647,0.9996,0.0015,-0.0214,-0.0198,1.0,0.843,0.541,1.0,0.622
50773,0.9996,0.0015,-0.0215,-0.0198,1.0,0.779,0.211,1.0,0.331
50897,0.9996,0.0013,-0.0217,-0.0198,1.0,0.604,0.0,1.0,0.0
51021,0.9996,0.0015,-0.0217,-0.0198,1.0,0.444,0.0,1.0,0.0
51144,0.9996,0.0015,-0.0217,-0.0198,1.0,0.146,0.0,0.581,0.0
51267,0.9996,0.0016,-0.0215,-0.0198,1.0,0.0,0.0,0.138,0.0
51392,0.9996,0.0016,-0.0217,-0.0197,1.0,0.0,0.0,0.0,0.0
51516,0.9996,0.0016,-0.0217,-0.0197,1.0,0.0,0.0,0.0,0.0
51641,0.9996,0.002,-0.0215,-0.0198,1.0,0.0,0.0,0.0,0.0
51762,0.9996,0.0023,-0.0215,-0.0197,1.0,0.0,0.0,0.333,0.0
51889,0.9996,0.0018,-0.0218,-0.0198,1.0,0.2,0.08,0.763,0.0
52013,0.9996,0.0017,-0.0219,-0.0198,1.0,0.534,0.323,1.0,0.382
52141,0.9996,0.0023,-0.0217,-0.0197,1.0,0.707,0.259,1.0,0.367
52264,0.9996,0.0021,-0.0216,-0.0197,1.0,0.847,0.395,1.0,0.475
52391,0.9996,0.0018,-0.0217,-0.0197,1.0,0.822,1.0,1.0,0.533
52517,0.9996,0.0022,-0.0216,-0.0197,1.0,0.912,0.707,1.0,0.703
52642,0.9996,0.002,-0.0217,-0.0197,1.0,0.929,0.627,1.0,0.737
52764,0.9996,0.0014,-0.0219,-0.0197,1.0,0.926,0.652,1.0,0.723
52889,0.9996,0.0014,-0.0219,-0.0197,1.0,0.957,0.68,1.0,0.661
53013,0.9996,0.0009,-0.0219,-0.0197,1.0,0.959,0.687,1.0,0.661
53138,0.9996,0.0013,-0.0218,-0.0197,1.0,0.861,0.541,1.0,0.697
53267,0.9996,0.0013,-0.0217,-0.0197,1.0,1.0,0.671,1.0,0.649
53388,0.9996,0.0013,-0.0216,-0.0197,1.0,0.938,0.359,1.0,0.641
53512,0.9996,0.0014,-0.0216,-0.0197,1.0,0.917,0.659,1.0,0.63
53637,0.9996,0.0014,-0.0217,-0.0197,1.0,0.98,0.707,1.0,0.625
53760,0.9996,0.0015,-0.0217,-0.0197,1.0,0.892,0.621,1.0,0.701
53887,0.9996,0.0015,-0.0217,-0.0197,1.0,0.801,0.452,1.0,0.503
54011,0.9996,0.0015,-0.0217,-0.0197,1.0,0.424,0.223,1.0,0.283
54136,0.9996,0.0015,-0.0217,-0.0197,1.0,0.293,0.132,0.878,0.088
54260,0.9996,0.0015,-0.0217,-0.0197,1.0,0.244,0.048,0.664,0.08
54384,0.9996,0.0016,-0.0217,-0.0197,1.0,0.146,0.0,0.482,0.0
54508,0.9996,0.0016,-0.0217,-0.0197,1.0,0.021,0.0,0.18,0.0
54635,0.9996,0.0018,-0.0217,-0.0197,1.0,0.0,0.0,0.062,0.0
54759,0.9996,0.0018,-0.0217,-0.0197,1.0,0.0,0.0,0.0,0.0
54886,0.9996,0.002,-0.0217,-0.0197,1.0,0.0,0.0,0.0,0.0
55014,0.9996,0.0015,-0.0219,-0.0197,1.0,0.0,0.0,0.0,0.0
55137,0.9996,0.0018,-0.0219,-0.0197,1.0,0.0,0.0,0.0,0.0
55264,0.9996,0.0021,-0.0219,-0.0197,1.0,0.0,0.0,0.0,0.0
55387,0.9996,0.0023,-0.0218,-0.0197,1.0,0.0,0.0,0.0,0.0
55513,0.9996,0.0021,-0.0219,-0.0197,1.0,0.0,0.0,0.0,0.0
55637,0.9996,0.0021,-0.0218,-0.0197,1.0,0.0,0.0,0.0,0.0
55765,0.9996,0.0021,-0.0219,-0.0197,1.0,0.0,0.0,0.0,0.0
